"","x"
"18395","Regulatory"
"18396","Regulatory"
"18397","Regulatory"
"18398","Regulatory"
"18399","Regulatory"
"18400","Regulatory"
"18401","Regulatory"
"18402","Regulatory"
"18403","Regulatory"
"18404","Regulatory"
"18405","Regulatory"
"18406","Regulatory"
"18407","Regulatory"
"18408","Regulatory"
"18409","Regulatory"
"18410","Regulatory"
"18411","Regulatory"
"18412","Regulatory"
"18413","Regulatory"
"18414","Regulatory"
"18415","Regulatory"
"18416","Regulatory"
"18417","Regulatory"
"18418","Regulatory"
"18419","Regulatory"
"18420","Regulatory"
"18421","Regulatory"
"18422","Regulatory"
"18423","Regulatory"
"18424","Regulatory"
"18425","Regulatory"
"18426","Regulatory"
"18427","Regulatory"
"18428","Regulatory"
"18429","Regulatory"
"18430","Regulatory"
"18431","Regulatory"
"18432","Regulatory"
"18433","Regulatory"
"18434","Regulatory"
"18435","Regulatory"
"18436","Regulatory"
"18437","Regulatory"
"18438","Regulatory"
"18439","Regulatory"
"18440","Regulatory"
"18441","Regulatory"
"18442","Regulatory"
"18443","Regulatory"
"18444","Regulatory"
"18445","Regulatory"
"18446","Regulatory"
"18447","Regulatory"
"18448","Regulatory"
"18449","Regulatory"
"18450","Regulatory"
"18451","Regulatory"
"18452","Regulatory"
"18453","Regulatory"
"18454","Regulatory"
"18455","Regulatory"
"18456","Regulatory"
"18457","Regulatory"
"18458","Regulatory"
"18459","Regulatory"
"18460","Regulatory"
"18461","Regulatory"
"18462","Regulatory"
"18463","Regulatory"
"18464","Regulatory"
"18465","Regulatory"
"18466","Regulatory"
"18467","Regulatory"
"18468","Regulatory"
"18469","Regulatory"
"18470","Regulatory"
"18471","Regulatory"
"18472","Regulatory"
"18473","Regulatory"
"18474","Regulatory"
"18475","Regulatory"
"18476","Regulatory"
"18477","Regulatory"
"18478","Regulatory"
"18479","Regulatory"
"18480","Regulatory"
"18481","Regulatory"
"18482","Regulatory"
"18483","Regulatory"
"18484","Regulatory"
"18485","Regulatory"
"18486","Regulatory"
"18487","Regulatory"
"18488","Regulatory"
"18489","Regulatory"
"18490","Regulatory"
"18491","Regulatory"
"18492","Regulatory"
"18493","Regulatory"
"18494","Regulatory"
"18495","Regulatory"
"18496","Regulatory"
"18497","Regulatory"
"18498","Regulatory"
"18499","Regulatory"
"18500","Regulatory"
"18501","Regulatory"
"18502","Regulatory"
"18503","Regulatory"
"18504","Regulatory"
"18505","Regulatory"
"18506","Regulatory"
"18507","Regulatory"
"18508","Regulatory"
"18509","Regulatory"
"18510","Regulatory"
"18511","Regulatory"
"18512","Regulatory"
"18513","Regulatory"
"18514","Regulatory"
"18515","Regulatory"
"18516","Regulatory"
"18517","Regulatory"
"18518","Regulatory"
"18519","Regulatory"
"18520","Regulatory"
"18521","Regulatory"
"18522","Regulatory"
"18523","Regulatory"
"18524","Regulatory"
"18525","Regulatory"
"18526","Regulatory"
"18527","Regulatory"
"18528","Regulatory"
"18529","Regulatory"
"18530","Regulatory"
"18531","Regulatory"
"18532","Regulatory"
"18533","Regulatory"
"18534","Regulatory"
"18535","Regulatory"
"18536","Regulatory"
"18537","Regulatory"
"18538","Regulatory"
"18539","Regulatory"
"18540","Regulatory"
"18541","Regulatory"
"18542","Regulatory"
"18543","Regulatory"
"18544","Regulatory"
"18545","Regulatory"
"18546","Regulatory"
"18547","Regulatory"
"18548","Regulatory"
"18549","Regulatory"
"18550","Regulatory"
"18551","Regulatory"
"18552","Regulatory"
"18553","Regulatory"
"18554","Regulatory"
"18555","Regulatory"
"18556","Regulatory"
"18557","Regulatory"
"18558","Regulatory"
"18559","Regulatory"
"18560","Regulatory"
"18561","Regulatory"
"18562","Regulatory"
"18563","Regulatory"
"18564","Regulatory"
"18565","Regulatory"
"18566","Regulatory"
"18567","Regulatory"
"18568","Regulatory"
"18569","Regulatory"
"18570","Regulatory"
"18571","Regulatory"
"18572","Regulatory"
"18573","Regulatory"
"18574","Regulatory"
"18575","Regulatory"
"18576","Regulatory"
"18577","Regulatory"
"18578","Regulatory"
"18579","Regulatory"
"18580","Regulatory"
"18581","Regulatory"
"18582","Regulatory"
"18583","Regulatory"
"18584","Regulatory"
"18585","Regulatory"
"18586","Regulatory"
"18587","Regulatory"
"18588","Regulatory"
"18589","Regulatory"
"18590","Regulatory"
"18591","Regulatory"
"18592","Regulatory"
"18593","Regulatory"
"18594","Regulatory"
"18595","Regulatory"
"18596","Regulatory"
"18597","Regulatory"
"18598","Regulatory"
"18599","Regulatory"
"18600","Regulatory"
"18601","Regulatory"
"18602","Regulatory"
"18603","Regulatory"
"18604","Regulatory"
"18605","Regulatory"
"18606","Regulatory"
"18607","Regulatory"
"18608","Regulatory"
"18609","Regulatory"
"18610","Regulatory"
"18611","Regulatory"
"18612","Regulatory"
"18613","Regulatory"
"18614","Regulatory"
"18615","Regulatory"
"18616","Regulatory"
"18617","Regulatory"
"18618","Regulatory"
"18619","Regulatory"
"18620","Regulatory"
"18621","Regulatory"
"18622","Regulatory"
"18623","Regulatory"
"18624","Regulatory"
"18625","Regulatory"
"18626","Regulatory"
"18627","Regulatory"
"18628","Regulatory"
"18629","Regulatory"
"18630","Regulatory"
"18631","Regulatory"
"18632","Regulatory"
"18633","Regulatory"
"18634","Regulatory"
"18635","Regulatory"
"18636","Regulatory"
"18637","Regulatory"
"18638","Regulatory"
"18639","Regulatory"
"18640","Regulatory"
"18641","Regulatory"
"18642","Regulatory"
"18643","Regulatory"
"18644","Regulatory"
"18645","Regulatory"
"18646","Regulatory"
"18647","Regulatory"
"18648","Regulatory"
"18649","Regulatory"
"18650","Regulatory"
"18651","Regulatory"
"18652","Regulatory"
"18653","Regulatory"
"18654","Regulatory"
"18655","Regulatory"
"18656","Regulatory"
"18657","Regulatory"
"18658","Regulatory"
"18659","Regulatory"
"18660","Regulatory"
"18661","Regulatory"
"18662","Regulatory"
"18663","Regulatory"
"18664","Regulatory"
"18665","Regulatory"
"18666","Regulatory"
"18667","Regulatory"
"18668","Regulatory"
"18669","Regulatory"
"18670","Regulatory"
"18671","Regulatory"
"18672","Regulatory"
"18673","Regulatory"
"18674","Regulatory"
"18675","Regulatory"
"18676","Regulatory"
"18677","Regulatory"
"18678","Regulatory"
"18679","Regulatory"
"18680","Regulatory"
"18681","Regulatory"
"18682","Regulatory"
"18683","Regulatory"
"18684","Regulatory"
"18685","Regulatory"
"18686","Regulatory"
"18687","Regulatory"
"18688","Regulatory"
"18689","Regulatory"
"18690","Regulatory"
"18691","Regulatory"
"18692","Regulatory"
"18693","Regulatory"
"18694","Regulatory"
"18695","Regulatory"
"18696","Regulatory"
"18697","Regulatory"
"18698","Regulatory"
"18699","Regulatory"
"18700","Regulatory"
"18701","Regulatory"
"18702","Regulatory"
"18703","Regulatory"
"18704","Regulatory"
"18705","Regulatory"
"18706","Regulatory"
"18707","Regulatory"
"18708","Regulatory"
"18709","Regulatory"
"18710","Regulatory"
"18711","Regulatory"
"18712","Regulatory"
"18713","Regulatory"
"18714","Regulatory"
"18715","Regulatory"
"18716","Regulatory"
"18717","Regulatory"
"18718","Regulatory"
"18719","Regulatory"
"18720","Regulatory"
"18721","Regulatory"
"18722","Regulatory"
"18723","Regulatory"
"18724","Regulatory"
"18725","Regulatory"
"18726","Regulatory"
"18727","Regulatory"
"18728","Regulatory"
"18729","Regulatory"
"18730","Regulatory"
"18731","Regulatory"
"18732","Regulatory"
"18733","Regulatory"
"18734","Regulatory"
"18735","Regulatory"
"18736","Regulatory"
"18737","Regulatory"
"18738","Regulatory"
"18739","Regulatory"
"18740","Regulatory"
"18741","Regulatory"
"18742","Regulatory"
"18743","Regulatory"
"18744","Regulatory"
"18745","Regulatory"
"18746","Regulatory"
"18747","Regulatory"
"18748","Regulatory"
"18749","Regulatory"
"18750","Regulatory"
"18751","Regulatory"
"18752","Regulatory"
"18753","Regulatory"
"18754","Regulatory"
"18755","Regulatory"
"18756","Regulatory"
"18757","Regulatory"
"18758","Regulatory"
"18759","Regulatory"
"18760","Regulatory"
"18761","Regulatory"
"18762","Regulatory"
"18763","Regulatory"
"18764","Regulatory"
"18765","Regulatory"
"18766","Regulatory"
"18767","Regulatory"
"18768","Regulatory"
"18769","Regulatory"
"18770","Regulatory"
"18771","Regulatory"
"18772","Regulatory"
"18773","Regulatory"
"18774","Regulatory"
"18775","Regulatory"
"18776","Regulatory"
"18777","Regulatory"
"18778","Regulatory"
"18779","Regulatory"
"18780","Regulatory"
"18781","Regulatory"
"18782","Regulatory"
"18783","Regulatory"
"18784","Regulatory"
"18785","Regulatory"
"18786","Regulatory"
"18787","Regulatory"
"18788","Regulatory"
"18789","Regulatory"
"18790","Regulatory"
"18791","Regulatory"
"18792","Regulatory"
"18793","Regulatory"
"18794","Regulatory"
"18795","Regulatory"
"18796","Regulatory"
"18797","Regulatory"
"18798","Regulatory"
"18799","Regulatory"
"18800","Regulatory"
"18801","Regulatory"
"18802","Regulatory"
"18803","Regulatory"
"18804","Regulatory"
"18805","Regulatory"
"18806","Regulatory"
"18807","Regulatory"
"18808","Regulatory"
"18809","Regulatory"
"18810","Regulatory"
"18811","Regulatory"
"18812","Regulatory"
"18813","Regulatory"
"18814","Regulatory"
"18815","Regulatory"
"18816","Regulatory"
"18817","Regulatory"
"18818","Regulatory"
"18819","Regulatory"
"18820","Regulatory"
"18821","Regulatory"
"18822","Regulatory"
"18823","Regulatory"
"18824","Regulatory"
"18825","Regulatory"
"18826","Regulatory"
"18827","Regulatory"
"18828","Regulatory"
"18829","Regulatory"
"18830","Regulatory"
"18831","Regulatory"
"18832","Regulatory"
"18833","Regulatory"
"18834","Regulatory"
"18835","Regulatory"
"18836","Regulatory"
"18837","Regulatory"
"18838","Regulatory"
"18839","Regulatory"
"18840","Regulatory"
"18841","Regulatory"
"18842","Regulatory"
"18843","Regulatory"
"18844","Regulatory"
"18845","Regulatory"
"18846","Regulatory"
"18847","Regulatory"
"18848","Regulatory"
"18849","Regulatory"
"18850","Regulatory"
"18851","Regulatory"
"18852","Regulatory"
"18853","Regulatory"
"18854","Regulatory"
"18855","Regulatory"
"18856","Regulatory"
"18857","Regulatory"
"18858","Regulatory"
"18859","Regulatory"
"18860","Regulatory"
"18861","Regulatory"
"18862","Regulatory"
"18863","Regulatory"
"18864","Regulatory"
"18865","Regulatory"
"18866","Regulatory"
"18867","Regulatory"
"18868","Regulatory"
"18869","Regulatory"
"18870","Regulatory"
"18871","Regulatory"
"18872","Regulatory"
"18873","Regulatory"
"18874","Regulatory"
"18875","Regulatory"
"18876","Regulatory"
"18877","Regulatory"
"18878","Regulatory"
"18879","Regulatory"
"18880","Regulatory"
"18881","Regulatory"
"18882","Regulatory"
"18883","Regulatory"
"18884","Regulatory"
"18885","Regulatory"
"18886","Regulatory"
"18887","Regulatory"
"18888","Regulatory"
"18889","Regulatory"
"18890","Regulatory"
"18891","Regulatory"
"18892","Regulatory"
"18893","Regulatory"
"18894","Regulatory"
"18895","Regulatory"
"18896","Regulatory"
"18897","Regulatory"
"18898","Regulatory"
"18899","Regulatory"
"18900","Regulatory"
"18901","Regulatory"
"18902","Regulatory"
"18903","Regulatory"
"18904","Regulatory"
"18905","Regulatory"
"18906","Regulatory"
"18907","Regulatory"
"18908","Regulatory"
"18909","Regulatory"
"18910","Regulatory"
"18911","Regulatory"
"18912","Regulatory"
"18913","Regulatory"
"18914","Regulatory"
"18915","Regulatory"
"18916","Regulatory"
"18917","Regulatory"
"18918","Regulatory"
"18919","Regulatory"
"18920","Regulatory"
"18921","Regulatory"
"18922","Regulatory"
"18923","Regulatory"
"18924","Regulatory"
"18925","Regulatory"
"18926","Regulatory"
"18927","Regulatory"
"18928","Regulatory"
"18929","Regulatory"
"18930","Regulatory"
"18931","Regulatory"
"18932","Regulatory"
"18933","Regulatory"
"18934","Regulatory"
"18935","Regulatory"
"18936","Regulatory"
"18937","Regulatory"
"18938","Regulatory"
"18939","Regulatory"
"18940","Regulatory"
"18941","Regulatory"
"18942","Regulatory"
"18943","Regulatory"
"18944","Regulatory"
"18945","Regulatory"
"18946","Regulatory"
"18947","Regulatory"
"18948","Regulatory"
"18949","Regulatory"
"18950","Regulatory"
"18951","Regulatory"
"18952","Regulatory"
"18953","Regulatory"
"18954","Regulatory"
"18955","Regulatory"
"18956","Regulatory"
"18957","Regulatory"
"18958","Regulatory"
"18959","Regulatory"
"18960","Regulatory"
"18961","Regulatory"
"18962","Regulatory"
"18963","Regulatory"
"18964","Regulatory"
"18965","Regulatory"
"18966","Regulatory"
"18967","Regulatory"
"18968","Regulatory"
"18969","Regulatory"
"18970","Regulatory"
"18971","Regulatory"
"18972","Regulatory"
"18973","Regulatory"
"18974","Regulatory"
"18975","Regulatory"
"18976","Regulatory"
"18977","Regulatory"
"18978","Regulatory"
"18979","Regulatory"
"18980","Regulatory"
"18981","Regulatory"
"18982","Regulatory"
"18983","Regulatory"
"18984","Regulatory"
"18985","Regulatory"
"18986","Regulatory"
"18987","Regulatory"
"18988","Regulatory"
"18989","Regulatory"
"18990","Regulatory"
"18991","Regulatory"
"18992","Regulatory"
"18993","Regulatory"
"18994","Regulatory"
"18995","Regulatory"
"18996","Regulatory"
"18997","Regulatory"
"18998","Regulatory"
"18999","Regulatory"
"19000","Regulatory"
"19001","Regulatory"
"19002","Regulatory"
"19003","Regulatory"
"19004","Regulatory"
"19005","Regulatory"
"19006","Regulatory"
"19007","Regulatory"
"19008","Regulatory"
"19009","Regulatory"
"19010","Regulatory"
"19011","Regulatory"
"19012","Regulatory"
"19013","Regulatory"
"19014","Regulatory"
"19015","Regulatory"
"19016","Regulatory"
"19017","Regulatory"
"19018","Regulatory"
"19019","Regulatory"
"19020","Regulatory"
"19021","Regulatory"
"19022","Regulatory"
"19023","Regulatory"
"19024","Regulatory"
"19025","Regulatory"
"19026","Regulatory"
"19027","Regulatory"
"19028","Regulatory"
"19029","Regulatory"
"19030","Regulatory"
"19031","Regulatory"
"19032","Regulatory"
"19033","Regulatory"
"19034","Regulatory"
"19035","Regulatory"
"19036","Regulatory"
"19037","Regulatory"
"19038","Regulatory"
"19039","Regulatory"
"19040","Regulatory"
"19041","Regulatory"
"19042","Regulatory"
"19043","Regulatory"
"19044","Regulatory"
"19045","Regulatory"
"19046","Regulatory"
"19047","Regulatory"
"19048","Regulatory"
"19049","Regulatory"
"19050","Regulatory"
"19051","Regulatory"
"19052","Regulatory"
"19053","Regulatory"
"19054","Regulatory"
"19055","Regulatory"
"19056","Regulatory"
"19057","Regulatory"
"19058","Regulatory"
"19059","Regulatory"
"19060","Regulatory"
"19061","Regulatory"
"19062","Regulatory"
"19063","Regulatory"
"19064","Regulatory"
"19065","Regulatory"
"19066","Regulatory"
"19067","Regulatory"
"19068","Regulatory"
"19069","Regulatory"
"19070","Regulatory"
"19071","Regulatory"
"19072","Regulatory"
"19073","Regulatory"
"19074","Regulatory"
"19075","Regulatory"
"19076","Regulatory"
"19077","Regulatory"
"19078","Regulatory"
"19079","Regulatory"
"19080","Regulatory"
"19081","Regulatory"
"19082","Regulatory"
"19083","Regulatory"
"19084","Regulatory"
"19085","Regulatory"
"19086","Regulatory"
"19087","Regulatory"
"19088","Regulatory"
"19089","Regulatory"
"19090","Regulatory"
"19091","Regulatory"
"19092","Regulatory"
"19093","Regulatory"
"19094","Regulatory"
"19095","Regulatory"
"19096","Regulatory"
"19097","Regulatory"
"19098","Regulatory"
"19099","Regulatory"
"19100","Regulatory"
"19101","Regulatory"
"19102","Regulatory"
"19103","Regulatory"
"19104","Regulatory"
"19105","Regulatory"
"19106","Regulatory"
"19107","Regulatory"
"19108","Regulatory"
"19109","Regulatory"
"19110","Regulatory"
"19111","Regulatory"
"19112","Regulatory"
"19113","Regulatory"
"19114","Regulatory"
"19115","Regulatory"
"19116","Regulatory"
"19117","Regulatory"
"19118","Regulatory"
"19119","Regulatory"
"19120","Regulatory"
"19121","Regulatory"
"19122","Regulatory"
"19123","Regulatory"
"19124","Regulatory"
"19125","Regulatory"
"19126","Regulatory"
"19127","Regulatory"
"19128","Regulatory"
"19129","Regulatory"
"19130","Regulatory"
"19131","Regulatory"
"19132","Regulatory"
"19133","Regulatory"
"19134","Regulatory"
"19135","Regulatory"
"19136","Regulatory"
"19137","Regulatory"
"19138","Regulatory"
"19139","Regulatory"
"19140","Regulatory"
"19141","Regulatory"
"19142","Regulatory"
"19143","Regulatory"
"19144","Regulatory"
"19145","Regulatory"
"19146","Regulatory"
"19147","Regulatory"
"19148","Regulatory"
"19149","Regulatory"
"19150","Regulatory"
"19151","Regulatory"
"19152","Regulatory"
"19153","Regulatory"
"19154","Regulatory"
"19155","Regulatory"
"19156","Regulatory"
"19157","Regulatory"
"19158","Regulatory"
"19159","Regulatory"
"19160","Regulatory"
"19161","Regulatory"
"19162","Regulatory"
"19163","Regulatory"
"19164","Regulatory"
"19165","Regulatory"
"19166","Regulatory"
"19167","Regulatory"
"19168","Regulatory"
"19169","Regulatory"
"19170","Regulatory"
"19171","Regulatory"
"19172","Regulatory"
"19173","Regulatory"
"19174","Regulatory"
"19175","Regulatory"
"19176","Regulatory"
"19177","Regulatory"
"19178","Regulatory"
"19179","Regulatory"
"19180","Regulatory"
"19181","Regulatory"
"19182","Regulatory"
"19183","Regulatory"
"19184","Regulatory"
"19185","Regulatory"
"19186","Regulatory"
"19187","Regulatory"
"19188","Regulatory"
"19189","Regulatory"
"19190","Regulatory"
"19191","Regulatory"
"19192","Regulatory"
"19193","Regulatory"
"19194","Regulatory"
"19195","Regulatory"
"19196","Regulatory"
"19197","Regulatory"
"19198","Regulatory"
"19199","Regulatory"
"19200","Regulatory"
"19201","Regulatory"
"19202","Regulatory"
"19203","Regulatory"
"19204","Regulatory"
"19205","Regulatory"
"19206","Regulatory"
"19207","Regulatory"
"19208","Regulatory"
"19209","Regulatory"
"19210","Regulatory"
"19211","Regulatory"
"19212","Regulatory"
"19213","Regulatory"
"19214","Regulatory"
"19215","Regulatory"
"19216","Regulatory"
"19217","Regulatory"
"19218","Regulatory"
"19219","Regulatory"
"19220","Regulatory"
"19221","Regulatory"
"19222","Regulatory"
"19223","Regulatory"
"19224","Regulatory"
"19225","Regulatory"
"19226","Regulatory"
"19227","Regulatory"
"19228","Regulatory"
"19229","Regulatory"
"19230","Regulatory"
"19231","Regulatory"
"19232","Regulatory"
"19233","Regulatory"
"19234","Regulatory"
"19235","Regulatory"
"19236","Regulatory"
"19237","Regulatory"
"19238","Regulatory"
"19239","Regulatory"
"19240","Regulatory"
"19241","Regulatory"
"19242","Regulatory"
"19243","Regulatory"
"19244","Regulatory"
"19245","Regulatory"
"19246","Regulatory"
"19247","Regulatory"
"19248","Regulatory"
"19249","Regulatory"
"19250","Regulatory"
"19251","Regulatory"
"19252","Regulatory"
"19253","Regulatory"
"19254","Regulatory"
"19255","Regulatory"
"19256","Regulatory"
"19257","Regulatory"
"19258","Regulatory"
"19259","Regulatory"
"19260","Regulatory"
"19261","Regulatory"
"19262","Regulatory"
"19263","Regulatory"
"19264","Regulatory"
"19265","Regulatory"
"19266","Regulatory"
"19267","Regulatory"
"19268","Regulatory"
"19269","Regulatory"
"19270","Regulatory"
"19271","Regulatory"
"19272","Regulatory"
"19273","Regulatory"
"19274","Regulatory"
"19275","Regulatory"
"19276","Regulatory"
"19277","Regulatory"
"19278","Regulatory"
"19279","Regulatory"
"19280","Regulatory"
"19281","Regulatory"
"19282","Regulatory"
"19283","Regulatory"
"19284","Regulatory"
"19285","Regulatory"
"19286","Regulatory"
"19287","Regulatory"
"19288","Regulatory"
"19289","Regulatory"
"19290","Regulatory"
"19291","Regulatory"
"19292","Regulatory"
"19293","Regulatory"
"19294","Regulatory"
"19295","Regulatory"
"19296","Regulatory"
"19297","Regulatory"
"19298","Regulatory"
"19299","Regulatory"
"19300","Regulatory"
"19301","Regulatory"
"19302","Regulatory"
"19303","Regulatory"
"19304","Regulatory"
"19305","Regulatory"
"19306","Regulatory"
"19307","Regulatory"
"19308","Regulatory"
"19309","Regulatory"
"19310","Regulatory"
"19311","Regulatory"
"19312","Regulatory"
"19313","Regulatory"
"19314","Regulatory"
"19315","Regulatory"
"19316","Regulatory"
"19317","Regulatory"
"19318","Regulatory"
"19319","Regulatory"
"19320","Regulatory"
"19321","Regulatory"
"19322","Regulatory"
"19323","Regulatory"
"19324","Regulatory"
"19325","Regulatory"
"19326","Regulatory"
"19327","Regulatory"
"19328","Regulatory"
"19329","Regulatory"
"19330","Regulatory"
"19331","Regulatory"
"19332","Regulatory"
"19333","Regulatory"
"19334","Regulatory"
"19335","Regulatory"
"19336","Regulatory"
"19337","Regulatory"
"19338","Regulatory"
"19339","Regulatory"
"19340","Regulatory"
"19341","Regulatory"
"19342","Regulatory"
"19343","Regulatory"
"19344","Regulatory"
"19345","Regulatory"
"19346","Regulatory"
"19347","Regulatory"
"19348","Regulatory"
"19349","Regulatory"
"19350","Regulatory"
"19351","Regulatory"
"19352","Regulatory"
"19353","Regulatory"
"19354","Regulatory"
"19355","Regulatory"
"19356","Regulatory"
"19357","Regulatory"
"19358","Regulatory"
"19359","Regulatory"
"19360","Regulatory"
"19361","Regulatory"
"19362","Regulatory"
"19363","Regulatory"
"19364","Regulatory"
"19365","Regulatory"
"19366","Regulatory"
"19367","Regulatory"
"19368","Regulatory"
"19369","Regulatory"
"19370","Regulatory"
"19371","Regulatory"
"19372","Regulatory"
"19373","Regulatory"
"19374","Regulatory"
"19375","Regulatory"
"19376","Regulatory"
"19377","Regulatory"
"19378","Regulatory"
"19379","Regulatory"
"19380","Regulatory"
"19381","Regulatory"
"19382","Regulatory"
"19383","Regulatory"
"19384","Regulatory"
"19385","Regulatory"
"19386","Regulatory"
"19387","Regulatory"
"19388","Regulatory"
"19389","Regulatory"
"19390","Regulatory"
"19391","Regulatory"
"19392","Regulatory"
"19393","Regulatory"
"19394","Regulatory"
"19395","Regulatory"
"19396","Regulatory"
"19397","Regulatory"
"19398","Regulatory"
"19399","Regulatory"
"19400","Regulatory"
"19401","Regulatory"
"19402","Regulatory"
"19403","Regulatory"
"19404","Regulatory"
"19405","Regulatory"
"19406","Regulatory"
"19407","Regulatory"
"19408","Regulatory"
"19409","Regulatory"
"19410","Regulatory"
"19411","Regulatory"
"19412","Regulatory"
"19413","Regulatory"
"19414","Regulatory"
"19415","Regulatory"
"19416","Regulatory"
"19417","Regulatory"
"19418","Regulatory"
"19419","Regulatory"
"19420","Regulatory"
"19421","Regulatory"
"19422","Regulatory"
"19423","Regulatory"
"19424","Regulatory"
"19425","Regulatory"
"19426","Regulatory"
"19427","Regulatory"
"19428","Regulatory"
"19429","Regulatory"
"19430","Regulatory"
"19431","Regulatory"
"19432","Regulatory"
"19433","Regulatory"
"19434","Regulatory"
"19435","Regulatory"
"19436","Regulatory"
"19437","Regulatory"
"19438","Regulatory"
"19439","Regulatory"
"19440","Regulatory"
"19441","Regulatory"
"19442","Regulatory"
"19443","Regulatory"
"19444","Regulatory"
"19445","Regulatory"
"19446","Regulatory"
"19447","Regulatory"
"19448","Regulatory"
"19449","Regulatory"
"19450","Regulatory"
"19451","Regulatory"
"19452","Regulatory"
"19453","Regulatory"
"19454","Regulatory"
"19455","Regulatory"
"19456","Regulatory"
"19457","Regulatory"
"19458","Regulatory"
"19459","Regulatory"
"19460","Regulatory"
"19461","Regulatory"
"19462","Regulatory"
"19463","Regulatory"
"19464","Regulatory"
"19465","Regulatory"
"19466","Regulatory"
"19467","Regulatory"
"19468","Regulatory"
"19469","Regulatory"
"19470","Regulatory"
"19471","Regulatory"
"19472","Regulatory"
"19473","Regulatory"
"19474","Regulatory"
"19475","Regulatory"
"19476","Regulatory"
"19477","Regulatory"
"19478","Regulatory"
"19479","Regulatory"
"19480","Regulatory"
"19481","Regulatory"
"19482","Regulatory"
"19483","Regulatory"
"19484","Regulatory"
"19485","Regulatory"
"19486","Regulatory"
"19487","Regulatory"
"19488","Regulatory"
"19489","Regulatory"
"19490","Regulatory"
"19491","Regulatory"
"19492","Regulatory"
"19493","Regulatory"
"19494","Regulatory"
"19495","Regulatory"
"19496","Regulatory"
"19497","Regulatory"
"19498","Regulatory"
"19499","Regulatory"
"19500","Regulatory"
"19501","Regulatory"
"19502","Regulatory"
"19503","Regulatory"
"19504","Regulatory"
"19505","Regulatory"
"19506","Regulatory"
"19507","Regulatory"
"19508","Regulatory"
"19509","Regulatory"
"19510","Regulatory"
"19511","Regulatory"
"19512","Regulatory"
"19513","Regulatory"
"19514","Regulatory"
"19515","Regulatory"
"19516","Regulatory"
"19517","Regulatory"
"19518","Regulatory"
"19519","Regulatory"
"19520","Regulatory"
"19521","Regulatory"
"19522","Regulatory"
"19523","Regulatory"
"19524","Regulatory"
"19525","Regulatory"
"19526","Regulatory"
"19527","Regulatory"
"19528","Regulatory"
"19529","Regulatory"
"19530","Regulatory"
"19531","Regulatory"
"19532","Regulatory"
"19533","Regulatory"
"19534","Regulatory"
"19535","Regulatory"
"19536","Regulatory"
"19537","Regulatory"
"19538","Regulatory"
"19539","Regulatory"
"19540","Regulatory"
"19541","Regulatory"
"19542","Regulatory"
"19543","Regulatory"
"19544","Regulatory"
"19545","Regulatory"
"19546","Regulatory"
"19547","Regulatory"
"19548","Regulatory"
"19549","Regulatory"
"19550","Regulatory"
"19551","Regulatory"
"19552","Regulatory"
"19553","Regulatory"
"19554","Regulatory"
"19555","Regulatory"
"19556","Regulatory"
"19557","Regulatory"
"19558","Regulatory"
"19559","Regulatory"
"19560","Regulatory"
"19561","Regulatory"
"19562","Regulatory"
"19563","Regulatory"
"19564","Regulatory"
"19565","Regulatory"
"19566","Regulatory"
"19567","Regulatory"
"19568","Regulatory"
"19569","Regulatory"
"19570","Regulatory"
"19571","Regulatory"
"19572","Regulatory"
"19573","Regulatory"
"19574","Regulatory"
"19575","Regulatory"
"19576","Regulatory"
"19577","Regulatory"
"19578","Regulatory"
"19579","Regulatory"
"19580","Regulatory"
"19581","Regulatory"
"19582","Regulatory"
"19583","Regulatory"
"19584","Regulatory"
"19585","Regulatory"
"19586","Regulatory"
"19587","Regulatory"
"19588","Regulatory"
"19589","Regulatory"
"19590","Regulatory"
"19591","Regulatory"
"19592","Regulatory"
"19593","Regulatory"
"19594","Regulatory"
"19595","Regulatory"
"19596","Regulatory"
"19597","Regulatory"
"19598","Regulatory"
"19599","Regulatory"
"19600","Regulatory"
"19601","Regulatory"
"19602","Regulatory"
"19603","Regulatory"
"19604","Regulatory"
"19605","Regulatory"
"19606","Regulatory"
"19607","Regulatory"
"19608","Regulatory"
"19609","Regulatory"
"19610","Regulatory"
"19611","Regulatory"
"19612","Regulatory"
"19613","Regulatory"
"19614","Regulatory"
"19615","Regulatory"
"19616","Regulatory"
"19617","Regulatory"
"19618","Regulatory"
"19619","Regulatory"
"19620","Regulatory"
"19621","Regulatory"
"19622","Regulatory"
"19623","Regulatory"
"19624","Regulatory"
"19625","Regulatory"
"19626","Regulatory"
"19627","Regulatory"
"19628","Regulatory"
"19629","Regulatory"
"19630","Regulatory"
"19631","Regulatory"
"19632","Regulatory"
"19633","Regulatory"
"19634","Regulatory"
"19635","Regulatory"
"19636","Regulatory"
"19637","Regulatory"
"19638","Regulatory"
"19639","Regulatory"
"19640","Regulatory"
"19641","Regulatory"
"19642","Regulatory"
"19643","Regulatory"
"19644","Regulatory"
"19645","Regulatory"
"19646","Regulatory"
"19647","Regulatory"
"19648","Regulatory"
"19649","Regulatory"
"19650","Regulatory"
"19651","Regulatory"
"19652","Regulatory"
"19653","Regulatory"
"19654","Regulatory"
"19655","Regulatory"
"19656","Regulatory"
"19657","Regulatory"
"19658","Regulatory"
"19659","Regulatory"
"19660","Regulatory"
"19661","Regulatory"
"19662","Regulatory"
"19663","Regulatory"
"19664","Regulatory"
"19665","Regulatory"
"19666","Regulatory"
